SITO	CHIAVE	PATH	LABEL	PAGE_ID	PATH_2	LABEL_2	PAGE_ID_2	PATH_3	LABEL_3	PAGE_ID_3	PATH_4	LABEL_4	PAGE_ID_4	PATH_5	LABEL_5	PAGE_ID_5	PATH_6	LABEL_6	PAGE_ID_6
www.fullcompass.com	9968-Karaoke Systems & Components	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9969-Keyboard Amplifiers and Cabinets	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9970-Keyboard Bags and Cases	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9971-LED Fresnel - Type Fixtures	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9972-LED PAR - Type Fixtures	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9973-Laptop Computers	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9974-Left - Handed Acoustic Guitars	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9975-Lenses, Projection	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9976-Light Meters	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9977-MIDI Interfaces	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9978-MIDI Keyboard Pedals	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9979-Mac Desktop Computers	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9980-Mac Laptop Computers	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9981-Mallets	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9982-Mandolins	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9983-Masking / noise generators	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9984-Media, CD, Record, Tape, Cases / Bags	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9985-Microphone Accessories	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9986-Microphone Boom / Extension Arms	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9987-Microphone Desk / Short Stands	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9988-Microphone Stand Bags and Cases	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9989-Microphone Stands Tripod Base	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9990-Microphone clips / mounts for lapel / lavalier	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9991-Misc. Cable Accessories	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9992-Misc. Drum Hardware	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9993-Misc. Electric Guitars	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9994-Misc. Equipment Stands / Mounts	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9995-Misc.Guitar Parts	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9996-Mixer Amplifiers, 121 Watts and up	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9997-Mixers  2 to 16 Channels with Digital Outputs	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9998-Mixers  8 to 15 input channels	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	9999-Mixers, Broadcast / On - Air	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
www.fullcompass.com	10000-Mixers, Summing	//*[@id="ProductInfo"]/p/text()	OUR PART #	1															
